year,democrat,republic,other,codecounty
2016,345084,37688,23020,06075
2016,121124,88936,14106,06077
2016,67107,56164,11738,06079
2016,237882,57929,18573,06081
2016,107142,56365,13279,06083
2016,511684,144826,47199,06085
2016,95249,22438,11134,06087
2016,22301,51778,5974,06089
2016,601,1048,181,06091
2016,7234,11341,1917,06093
2016,102360,51920,11833,06095
2016,160435,51408,19410,06097
2016,81647,78494,12005,06099
2016,13076,18176,2271,06101
2016,6809,15494,1605,06103
2016,2214,2812,660,06105
2016,47585,58299,6450,06107
2016,9123,14551,1855,06109
2016,194402,132323,25001,06111
2016,54752,20739,6599,06113
2016,7910,13170,1918,06115
2016,96558,80082,17025,08001
2016,3189,3046,704,08003
2016,159885,117053,26108,08005
2016,2500,4264,575,08007
2016,283,1753,117,08009
2016,590,1188,149,08011
2016,132334,41396,14412,08013
2016,19731,14367,3591,08014
2016,4888,5391,971,08015
2016,132,925,45,08017
2016,2729,2575,562,08019
2016,1771,1914,337,08021
2016,1125,588,135,08023
2016,339,1079,109,08025
2016,797,2061,208,08027
2016,4087,11655,1048,08029
2016,244551,62690,24611,08031
2016,242,944,69,08033
2016,68657,102573,16269,08035
2016,14099,8990,2134,08037
2016,108010,179228,31729,08041
2016,3134,11705,1139,08039
2016,5297,15122,1554,08043
2016,11271,13132,2067,08045
2016,1634,1566,376,08047
2016,3358,4494,736,08049
2016,5128,3289,995,08051
2016,197,339,53,08053
2016,1633,1883,267,08055
2016,171,629,61,08057
2016,160776,138177,29929,08059
2016,91,728,36,08061
2016,536,2967,199,08063
2016,15525,12587,3038,08067
2016,1616,1270,313,08065
2016,93113,83430,19437,08069
2016,2650,3710,433,08071
2016,409,1892,135,08073
2016,1851,7282,589,08075
2016,21729,49779,6145,08077
2016,237,344,71,08079
2016,874,5305,346,08081
2016,3973,7853,1032,08083
2016,5466,14382,1338,08085
2016,3151,8145,664,08087
2016,2943,4928,581,08089
2016,1697,1351,262,08091
2016,3421,6135,861,08093
2016,436,1791,105,08095
2016,7333,2550,640,08097
2016,1186,3531,299,08099
2016,35875,36265,6506,08101
2016,436,2791,223,08103
2016,2001,3085,448,08105
2016,7600,5230,1156,08107
2016,1417,1147,271,08109
2016,265,215,26,08111
2016,2975,1033,321,08113
2016,267,1015,82,08115
2016,9557,5100,1517,08117
2016,3603,9745,1096,08119
2016,296,2299,138,08121
2016,46519,76651,12258,08123
2016,726,3850,215,08125
2016,243852,160077,17280,09001
2016,240403,148173,18288,09003
2016,39775,53051,4616,09005
2016,45357,38867,4400,09007
2016,205609,159048,14349,09009
2016,62278,54058,7192,09011
2016,38506,34194,4724,09013
2016,21792,25747,3284,09015
2016,33351,36991,4256,10001
2016,162919,85525,13947,10003
2016,39333,62611,4064,10005
2016,282830,12723,15715,11001
2016,75820,46834,5917,12001
2016,2112,10294,228,12003
2016,21797,62194,3462,12005
2016,2924,8913,261,12007
2016,119679,181848,13225,12009
2016,553320,260951,17680,12011
2016,1241,4655,185,12013
2016,33445,60218,2711,12015
2016,22789,54456,2455,12017
2016,27822,74963,3698,12019
2016,61085,105423,4281,12021
2016,7601,20368,738,12023
2016,3781,6778,259,12027
2016,1270,5822,110,12029
2016,205704,211672,15319,12031
2016,57461,88808,6200,12033
2016,22026,33850,1627,12035
2016,1744,4125,146,12037
2016,15020,6728,365,12039
2016,1458,6740,222,12041
2016,1271,2996,86,12043
2016,1720,5329,244,12045
2016,1904,3443,113,12047
2016,2149,5242,192,12049
2016,4615,6195,305,12051
2016,31795,58970,3031,12053
2016,14937,29565,1184,12055
2016,307896,266870,22894,12057
2016,853,7483,178,12059
2016,29043,48620,2346,12061
2016,6397,14257,387,12063
2016,3541,3930,174,12065
2016,518,2809,65,12067
2016,62838,102188,5436,12069
2016,124908,191551,9961,12071
2016,92068,53821,6243,12073
2016,5101,13775,519,12075
2016,651,2543,102,12077
2016,3526,4851,128,12079
2016,71224,101944,5790,12081
2016,62041,107833,4826,12083
2016,30185,53204,2403,12085
2016,624146,333999,22059,12086
2016,18971,21904,1603,12087
2016,10869,34266,1472,12089
2016,23780,71893,5182,12091
2016,3959,9356,338,12093
2016,329894,195216,21165,12095
2016,85458,50301,4447,12097
2016,374673,272402,15257,12099
2016,90142,142101,8896,12101
2016,233701,239201,19501,12103
2016,117433,157430,9451,12105
2016,10094,22138,885,12107
2016,18464,65339,3942,12113
2016,97870,124438,6755,12115
2016,105914,109443,9539,12117
2016,43099,88684,4731,12109
2016,66881,70289,3677,12111
2016,22638,52730,1297,12119
2016,3964,14287,443,12121
2016,2152,6930,208,12123
2016,1014,4568,112,12125
2016,109091,143007,8771,12127
2016,4348,10512,491,12129
2016,6876,25756,1005,12131
2016,2264,8637,255,12133
2016,1434,5494,84,13001
2016,697,1878,35,13003
2016,608,3364,48,13005
2016,650,775,15,13007
2016,7970,7697,449,13009
2016,684,6134,157,13011
2016,6580,21108,1372,13013
2016,8212,29911,1427,13015
2016,2101,3739,96,13017
2016,1047,5422,121,13019
2016,36787,24043,1766,13021
2016,1101,3719,154,13023
2016,619,5567,115,13025
2016,2528,3701,107,13027
2016,4014,10529,630,13029
2016,9261,15097,958,13031
2016,4731,4491,129,13033
2016,2566,6717,231,13035
2016,1179,830,16,13037
2016,5930,12310,661,13039
2016,1026,2664,73,13043
2016,12464,30029,1628,13045
2016,4771,20876,1110,13047
2016,1004,2951,61,13049
2016,62290,45688,4164,13051
2016,594,751,45,13053
2016,1613,6462,177,13055
2016,25231,80649,6163,13057
2016,29603,12717,2656,13059
2016,697,566,10,13061
2016,78220,12645,1994,13063
2016,686,1727,42,13065
2016,160121,152912,17786,13067
2016,4094,9588,233,13069
2016,3463,9898,263,13071
2016,18887,43085,2771,13073
2016,1753,4176,128,13075
2016,16583,42533,2629,13077
2016,1421,3635,120,13079
2016,2837,4549,126,13081
2016,965,5051,226,13083
2016,1448,9900,417,13085
2016,251370,51468,11919,13089
2016,4124,6020,142,13087
2016,1839,5021,149,13091
2016,1872,1951,36,13093
2016,23311,10232,544,13095
2016,31005,24817,1916,13097
2016,2168,2552,65,13099
2016,156,1007,19,13101
2016,4853,17874,731,13103
2016,2539,5292,156,13105
2016,2435,5335,90,13107
2016,1130,2404,79,13109
2016,1923,9632,257,13111
2016,23284,35048,2581,13113
2016,9159,24114,1335,13115
2016,23462,69851,4908,13117
2016,1243,7054,205,13119
2016,297051,117783,16557,13121
2016,1965,10477,331,13123
2016,138,1235,17,13125
2016,11775,21512,976,13127
2016,3181,15191,587,13129
2016,3013,6053,147,13131
2016,3199,5490,163,13133
2016,166153,146989,15189,13135
2016,2483,13190,570,13137
2016,16180,51733,2781,13139
2016,2701,843,36,13141
2016,1475,9585,297,13143
2016,4086,11936,480,13145
2016,2585,7286,246,13147
2016,743,3370,110,13149
2016,50057,45724,2985,13151
2016,22553,35430,2096,13153
2016,891,2716,63,13155
2016,4491,21784,915,13157
2016,1544,4360,141,13159
2016,901,4104,91,13161
2016,3821,3063,84,13163
2016,1123,1895,38,13165
2016,1136,2519,31,13167
2016,3961,8305,285,13169
2016,2270,5190,152,13171
2016,806,1984,81,13173
2016,6752,12411,367,13175
2016,3170,10646,327,13177
2016,9556,6134,453,13179
2016,1273,2759,70,13181
2016,1360,2626,131,13183
2016,15064,21635,1106,13185
2016,2220,9619,586,13187
2016,2705,1540,42,13193
2016,2425,9201,372,13195
2016,1213,1921,56,13197
2016,3699,5432,137,13189
2016,2303,3487,113,13191
2016,3804,5222,191,13199
2016,623,1891,30,13201
2016,3493,4279,108,13205
2016,3571,8832,284,13207
2016,847,2670,59,13209
2016,2663,6559,253,13211
2016,1800,10341,317,13213
2016,39851,26976,2205,13215
2016,21943,20913,1131,13217
2016,5581,13425,1143,13219
2016,1831,4625,218,13221
2016,18025,44662,2203,13223
2016,5100,5413,239,13225
2016,1979,11651,408,13227
2016,903,6302,106,13229
2016,1240,7278,207,13231
2016,2867,11014,334,13233
2016,1104,2437,64,13235
2016,2758,6544,186,13237
2016,461,575,8,13239
2016,1444,6287,261,13241
2016,1598,1271,30,13243
2016,48814,24461,2240,13245
2016,23255,13478,1136,13247
2016,401,1472,36,13249
2016,2300,3305,110,13251
2016,1189,2345,54,13253
2016,9357,15646,701,13255
2016,1837,7686,292,13257
2016,1222,805,31,13259
2016,5520,5276,178,13261
2016,2002,1196,48,13263
2016,545,349,3,13265
2016,1681,5096,126,13267
2016,1296,2064,48,13269
2016,1313,2450,33,13271
2016,2267,1874,48,13273
2016,7142,11228,432,13275
2016,4347,9584,288,13277
2016,2338,6615,185,13279
2016,1210,5383,171,13281
2016,862,1809,32,13283
2016,9713,15750,648,13285
2016,1246,2095,57,13287
2016,1971,2035,53,13289
2016,1963,9852,248,13291
2016,3475,7292,167,13293
2016,4215,18950,791,13295
2016,8292,31125,1281,13297
2016,3440,8513,231,13299
2016,1314,991,29,13301
2016,4200,4149,112,13303
2016,2041,8153,219,13305
2016,473,630,13,13307
2016,646,1421,35,13309
2016,1674,9761,388,13311
2016,7937,21537,1184,13313
2016,852,2096,28,13315
2016,1848,2572,66,13317
2016,1894,2333,60,13319
2016,2020,6152,123,13321
2016,41259,17501,6107,15001
2016,175696,90326,19768,15003
2016,16456,7574,2305,15007
2016,33480,13446,5019,15009
2016,75677,93752,26240,16001
2016,415,1556,212,16003
2016,10342,17180,5894,16005
2016,255,2203,470,16007
2016,770,3103,312,16009
2016,2924,10907,2794,16011
2016,6416,3340,968,16013
2016,777,2673,364,16015
2016,5819,13343,1781,16017
2016,8930,26699,8592,16019
2016,933,3789,441,16021
2016,160,914,156,16023
2016,110,410,70,16025
2016,16883,47222,8680,16027
2016,271,2275,489,16029
2016,1036,5949,1193,16031
2016,44,203,36,16033
2016,704,2852,245,16035
2016,427,1777,210,16037
2016,1814,5816,892,16039
2016,385,3901,1213,16041
2016,651,4090,974,16043
2016,1229,5980,745,16045
2016,930,3743,518,16047
2016,1196,6441,596,16049
2016,976,8436,2063,16051
2016,1329,4644,778,16053
2016,16264,44449,5597,16055
2016,8093,7265,2815,16057
2016,733,3011,352,16059
2016,270,1202,118,16061
2016,360,1184,204,16063
2016,1201,8941,5546,16065
2016,1167,4887,817,16067
2016,4828,10699,1674,16069
2016,184,1531,353,16071
2016,591,3052,282,16073
2016,1507,6489,708,16075
2016,699,1666,393,16077
2016,1384,3297,439,16079
2016,2159,2167,650,16081
2016,6233,19828,3813,16083
2016,1913,2906,530,16085
2016,776,3283,396,16087
2016,7676,22790,1485,17001
2016,1262,1496,88,17003
2016,2068,4888,574,17005
2016,8986,12282,1733,17007
2016,476,1796,107,17009
2016,6029,9281,1261,17011
2016,739,1721,111,17013
2016,2447,4434,564,17015
2016,1621,3216,287,17017
2016,50137,33368,8123,17019
2016,3992,10543,924,17021
2016,1877,5622,429,17023
2016,1020,5021,309,17025
2016,3945,12412,1062,17027
2016,7309,13003,1551,17029
2016,1611946,453287,93382,17031
2016,1992,6277,459,17033
2016,1031,4206,330,17035
2016,1910,5077,556,17039
2016,20466,19091,4043,17037
2016,1949,5698,522,17041
2016,228622,166415,33732,17043
2016,1793,5645,435,17045
2016,434,2778,135,17047
2016,3083,13635,891,17049
2016,1819,7372,394,17051
2016,1414,4480,502,17053
2016,4727,13116,868,17055
2016,6133,8492,1172,17057
2016,657,1942,108,17059
2016,1205,4145,235,17061
2016,8065,13454,1718,17063
2016,802,3206,158,17065
2016,2139,6430,552,17067
2016,420,1653,75,17069
2016,1155,2155,208,17071
2016,8871,13985,1787,17073
2016,2504,9750,810,17075
2016,11634,10843,2140,17077
2016,924,3975,237,17079
2016,4425,11695,879,17081
2016,2679,7748,564,17083
2016,4462,6121,751,17085
2016,1142,4649,298,17087
2016,103665,82734,12915,17089
2016,18971,25129,3205,17091
2016,24884,24961,3602,17093
2016,10083,10737,1423,17095
2016,19543,26689,3511,17099
2016,171095,109767,22658,17097
2016,1290,4521,283,17101
2016,5528,8612,1349,17103
2016,4023,10208,1038,17105
2016,3313,8181,907,17107
2016,18343,26866,2851,17115
2016,6689,14322,1349,17117
2016,50587,70490,9102,17119
2016,4369,11859,846,17121
2016,1789,3785,410,17123
2016,2014,4058,414,17125
2016,1558,4846,279,17127
2016,5288,6795,1009,17109
2016,60803,71612,9335,17111
2016,36196,37237,6402,17113
2016,1817,4231,467,17129
2016,3071,4807,647,17131
2016,5535,12629,1190,17133
2016,3504,8630,844,17135
2016,4696,9076,1028,17137
2016,1481,4455,347,17139
2016,8050,14352,1791,17141
2016,38060,35633,4810,17143
2016,2462,6855,536,17145
2016,2645,5634,729,17147
2016,1413,5754,363,17149
2016,375,1678,89,17151
2016,962,1675,98,17153
2016,1147,1767,197,17155
2016,3439,10023,732,17157
2016,1584,5739,361,17159
2016,32298,26998,4698,17161
2016,2572,8276,536,17165
2016,40907,49944,7522,17167
2016,1075,2524,229,17169
2016,535,1966,107,17171
2016,2288,8229,493,17173
2016,60756,53857,5967,17163
2016,751,1778,214,17175
2016,7768,11083,1492,17177
2016,20685,38707,5008,17179
2016,2402,5790,345,17181
2016,10039,19087,1444,17183
2016,1151,4047,266,17185
2016,2987,4275,545,17187
2016,1448,5571,408,17189
2016,1048,6967,246,17191
2016,1412,5640,283,17193
2016,11035,12615,1932,17195
2016,151927,132720,16257,17197
2016,8581,21570,1701,17199
2016,55713,55624,7039,17201
2016,5092,13207,1565,17203
2016,2805,9648,637,18001
2016,55382,83930,7825,18003
2016,9841,20640,2009,18005
2016,860,2579,227,18007
2016,1243,3350,246,18009
2016,10181,19654,2343,18011
2016,2518,5016,411,18013
2016,1892,6273,478,18015
2016,3759,9701,749,18017
2016,18808,30035,2304,18019
2016,2306,8531,445,18021
2016,2819,8531,586,18023
2016,1323,3015,255,18025
2016,1800,8545,423,18027
2016,3942,12054,906,18033
2016,4883,18113,991,18029
2016,2121,8490,516,18031
2016,18153,24263,2707,18035
2016,5389,13365,1230,18037
2016,20740,41867,3023,18039
2016,2252,6839,439,18041
2016,13945,21432,2048,18043
2016,1476,5662,354,18045
2016,1969,8669,375,18047
2016,1960,6010,404,18049
2016,3721,11081,682,18051
2016,7010,17008,1294,18053
2016,2929,10277,595,18055
2016,57263,87404,9589,18057
2016,8904,25074,2203,18059
2016,4783,12943,832,18061
2016,22600,48337,4622,18063
2016,5124,13895,1136,18065
2016,11215,23675,1953,18067
2016,3506,11649,888,18069
2016,3843,12859,871,18071
2016,3329,9382,667,18073
2016,1889,5697,400,18075
2016,4326,8546,672,18077
2016,2364,8224,562,18079
2016,17318,45456,3726,18081
2016,3772,11077,667,18083
2016,6313,23935,1836,18085
2016,2080,7025,461,18087
2016,19798,22687,2718,18091
2016,116935,75625,8645,18089
2016,4210,14035,907,18093
2016,18595,32376,2938,18095
2016,212899,130360,19113,18097
2016,4798,12288,996,18099
2016,881,3697,231,18101
2016,2766,9975,741,18103
2016,34216,20592,3646,18105
2016,3362,11059,735,18107
2016,6040,23674,1566,18109
2016,1404,4077,314,18111
2016,3904,12198,788,18113
2016,686,2118,117,18115
2016,2048,5803,341,18117
2016,1946,6153,458,18119
2016,1441,4863,278,18121
2016,3062,4556,437,18123
2016,1297,4398,282,18125
2016,33676,38832,4682,18127
2016,3521,8404,542,18129
2016,1327,3854,278,18131
2016,3356,10637,722,18133
2016,2446,7517,495,18135
2016,2471,9806,533,18137
2016,1525,5292,397,18139
2016,2642,6074,385,18143
2016,4247,12718,1029,18145
2016,2861,6572,546,18147
2016,52252,52021,5787,18141
2016,2489,6367,370,18149
2016,3744,10133,689,18151
2016,2113,6138,308,18153
2016,930,2558,211,18155
2016,27282,30768,4465,18157
2016,1587,5589,334,18159
2016,715,2445,131,18161
2016,28530,40496,3481,18163
2016,2081,4513,345,18165
2016,15931,21937,1950,18167
2016,3018,9821,629,18169
2016,839,2898,193,18171
2016,9086,19113,1390,18173
2016,2636,8209,537,18175
2016,8322,16028,1229,18177
2016,2586,10005,594,18179
2016,2590,6893,570,18181
2016,3379,11358,886,18183
2016,1133,2461,217,19001
2016,565,1395,146,19003
2016,2421,4093,409,19005
2016,1814,4033,289,19007
2016,1080,2136,196,19009
2016,4678,8232,934,19011
2016,32233,27476,4696,19013
2016,5541,7484,1171,19015
2016,5356,7208,974,19017
2016,3970,5510,772,19019
2016,2856,4903,519,19021
2016,2157,4921,435,19023
2016,1398,3468,293,19025
2016,3309,6638,597,19027
2016,1951,4761,413,19029
2016,3599,5295,647,19031
2016,9862,11621,1482,19033
2016,1679,4192,387,19035
2016,2266,3742,427,19037
2016,1465,2713,276,19039
2016,2249,5877,491,19041
2016,3237,5317,575,19043
2016,10095,11276,1696,19045
2016,1991,4617,327,19047
2016,15701,19339,3212,19049
2016,977,2723,182,19051
2016,1201,2296,237,19053
2016,2957,5694,590,19055
2016,8212,9529,1362,19057
2016,3056,6753,545,19059
2016,22850,23460,3411,19061
2016,1357,3124,272,19063
2016,3689,5620,666,19065
2016,3179,4375,506,19067
2016,1493,3163,312,19069
2016,963,2407,225,19071
2016,1691,2820,310,19073
2016,1856,4527,489,19075
2016,1732,3628,390,19077
2016,2726,4463,505,19079
2016,1587,3977,307,19081
2016,2787,5254,492,19083
2016,2131,4902,432,19085
2016,2904,5779,721,19087
2016,1677,2611,271,19089
2016,1252,3568,267,19091
2016,792,2655,165,19093
2016,3084,5205,615,19095
2016,3837,5824,649,19097
2016,7109,10560,1365,19099
2016,3710,3748,698,19101
2016,50200,21044,5696,19103
2016,3787,5720,626,19105
2016,1342,3390,253,19107
2016,2543,5653,411,19109
2016,6215,8803,1133,19111
2016,58935,48390,9773,19113
2016,1648,3069,291,19115
2016,1239,2877,238,19117
2016,920,5192,265,19119
2016,2678,5360,598,19121
2016,2619,7432,581,19123
2016,5482,10962,1372,19125
2016,7652,9146,1182,19127
2016,2090,5067,541,19129
2016,1888,3190,339,19131
2016,1247,3120,205,19133
2016,1056,2638,171,19135
2016,1314,3436,294,19137
2016,8368,9584,1482,19139
2016,1315,5752,339,19141
2016,552,2531,130,19143
2016,1807,4893,344,19145
2016,1398,3081,224,19147
2016,2885,9680,625,19149
2016,963,2702,200,19151
2016,119804,93492,18259,19153
2016,15355,24447,2878,19155
2016,4304,4946,583,19157
2016,753,1824,130,19159
2016,1270,3703,239,19161
2016,40440,39149,6631,19163
2016,1662,4362,346,19165
2016,2300,14785,1109,19167
2016,25709,19458,5500,19169
2016,3196,4971,585,19171
2016,758,2111,160,19173
2016,1922,3525,385,19175
2016,845,2527,189,19177
2016,5594,8715,840,19179
2016,10411,14814,2075,19181
2016,3943,6173,813,19183
2016,719,2069,152,19185
2016,6305,10056,1069,19187
2016,1931,3447,409,19189
2016,5254,5344,764,19191
2016,16210,24727,2781,19193
2016,1530,2453,274,19195
2016,1896,3800,330,19197
2016,1433,3651,370,20001
2016,672,2435,243,20003
2016,1989,4049,537,20005
2016,286,1850,116,20007
2016,1839,7888,542,20009
2016,1336,4424,333,20011
2016,863,2906,267,20013
2016,6573,19073,2011,20015
2016,316,969,84,20017
2016,197,1236,48,20019
2016,2005,6182,433,20021
2016,181,1173,53,20023
2016,120,825,60,20025
2016,677,2891,252,20027
2016,761,2919,250,20029
2016,727,3050,291,20031
2016,102,715,50,20033
2016,3551,8270,800,20035
2016,5199,8624,1068,20037
2016,178,1210,64,20039
2016,1609,6029,572,20041
2016,587,2606,185,20043
2016,31195,14688,4204,20045
2016,212,1037,70,20047
2016,160,1048,51,20049
2016,2742,8466,739,20051
2016,521,1969,189,20053
2016,3195,6350,614,20055
2016,2149,5114,455,20057
2016,2892,7185,888,20059
2016,2722,4274,508,20061
2016,149,1140,54,20063
2016,188,1025,71,20065
2016,441,1804,144,20067
2016,263,1698,105,20069
2016,83,534,33,20071
2016,485,2160,195,20073
2016,121,705,50,20075
2016,393,1996,189,20077
2016,5068,8668,1180,20079
2016,245,1040,69,20081
2016,124,855,38,20083
2016,1512,3939,367,20085
2016,2518,5213,606,20087
2016,180,1223,91,20089
2016,129852,137490,22748,20091
2016,174,1075,67,20093
2016,599,2530,205,20095
2016,114,900,65,20097
2016,2291,5335,481,20099
2016,106,718,47,20101
2016,10209,17638,2454,20103
2016,215,1179,70,20105
2016,736,3484,207,20107
2016,149,1132,76,20109
2016,4649,6552,1087,20111
2016,1204,4003,417,20115
2016,1072,3307,294,20117
2016,3226,8549,967,20113
2016,210,1415,95,20119
2016,3991,10003,1028,20121
2016,477,2308,157,20123
2016,2637,8679,688,20125
2016,601,1820,203,20127
2016,147,995,50,20129
2016,725,4124,273,20131
2016,1501,4431,382,20133
2016,162,1228,64,20135
2016,281,1840,113,20137
2016,1753,4826,467,20139
2016,233,1460,95,20141
2016,424,2283,196,20143
2016,579,1904,178,20145
2016,300,2233,131,20147
2016,2225,7612,856,20149
2016,771,2838,233,20151
2016,163,1220,89,20153
2016,6837,15513,1860,20155
2016,375,2024,130,20157
2016,695,2837,272,20159
2016,9341,10107,2084,20161
2016,275,2031,113,20163
2016,233,1197,73,20165
2016,461,2574,158,20167
2016,6317,13828,1919,20169
2016,236,1865,101,20171
2016,69627,104353,14803,20173
2016,1628,3159,251,20175
2016,33926,35934,5546,20177
2016,127,1197,50,20179
2016,347,2089,176,20181
2016,297,1661,84,20183
2016,304,1490,102,20185
2016,115,492,30,20187
2016,220,1599,72,20189
2016,2076,6984,662,20191
2016,473,2908,195,20193
2016,198,1227,57,20195
2016,776,2372,232,20197
2016,46,721,31,20199
2016,387,2194,184,20201
2016,140,769,47,20203
2016,594,2788,209,20205
2016,273,1082,88,20207
2016,30146,15806,2829,20209
2016,1323,6637,273,21001
2016,1349,6466,281,21003
2016,2634,8242,546,21005
2016,816,3161,124,21007
2016,4275,13483,730,21009
2016,1361,3082,144,21011
2016,1720,7764,234,21013
2016,15026,39082,3510,21015
2016,2791,5569,443,21017
2016,6021,13591,842,21019
2016,4281,8040,625,21021
2016,705,2711,111,21023
2016,1537,3991,210,21025
2016,1960,6484,330,21027
2016,8255,26210,1604,21029
2016,947,4428,201,21031
2016,1260,4507,208,21033
2016,4749,10367,933,21035
2016,14658,25050,2802,21037
2016,432,2094,75,21039
2016,1106,2588,161,21041
2016,2276,7587,415,21043
2016,767,5482,190,21045
2016,7188,14108,787,21047
2016,4706,10710,789,21049
2016,752,5861,154,21051
2016,547,3809,106,21053
2016,617,3290,130,21055
2016,459,2502,105,21057
2016,14163,28907,2737,21059
2016,979,4135,130,21061
2016,740,2000,115,21063
2016,1108,4236,201,21065
2016,69778,56894,9643,21067
2016,1348,4722,190,21069
2016,4015,11993,532,21071
2016,10717,11819,1329,21073
2016,774,1549,59,21075
2016,749,2443,146,21077
2016,1453,5904,266,21079
2016,1910,7268,381,21081
2016,3308,12671,627,21083
2016,1959,8219,398,21085
2016,832,4372,129,21087
2016,4146,11546,585,21089
2016,1244,2788,263,21091
2016,13944,26971,2241,21093
2016,1372,9129,256,21095
2016,2031,5435,315,21097
2016,1730,5320,214,21099
2016,6707,12159,844,21101
2016,1828,4944,377,21103
2016,449,1657,51,21105
2016,4310,15277,758,21107
2016,482,4889,130,21109
2016,190836,143768,18495,21111
2016,6144,15474,1708,21113
2016,1250,8043,279,21115
2016,24214,42958,4826,21117
2016,1245,4357,161,21119
2016,1761,9885,366,21121
2016,1278,4799,290,21123
2016,3440,20592,801,21125
2016,1045,4816,181,21127
2016,444,2151,72,21129
2016,400,4015,77,21131
2016,1542,7293,299,21133
2016,785,4363,150,21135
2016,1865,7338,358,21137
2016,887,3570,188,21139
2016,2755,7778,366,21141
2016,1045,2789,128,21143
2016,11793,23431,2147,21151
2016,1172,3824,120,21153
2016,2679,5122,310,21155
2016,3672,12322,704,21157
2016,363,3503,87,21159
2016,1970,4944,305,21161
2016,9134,20774,1399,21145
2016,664,5012,100,21147
2016,988,3381,197,21149
2016,3026,8660,545,21163
2016,700,2010,69,21165
2016,2395,7740,450,21167
2016,976,3491,153,21169
2016,601,4278,112,21171
2016,3158,7856,438,21173
2016,1006,3628,141,21175
2016,3272,9393,395,21177
2016,6434,13431,937,21179
2016,787,1957,97,21181
2016,2080,7942,376,21183
2016,10268,20469,2116,21185
2016,1062,3745,194,21187
2016,256,1474,29,21189
2016,1164,4604,239,21191
2016,2136,8158,278,21193
2016,4280,19747,638,21195
2016,1272,3513,172,21197
2016,4208,22902,931,21199
2016,222,759,32,21201
2016,915,5609,167,21203
2016,3295,5174,379,21205
2016,1093,6863,218,21207
2016,7715,15052,1433,21209
2016,6276,13196,1108,21211
2016,2144,5077,310,21213
2016,1921,7196,398,21215
2016,2553,8320,433,21217
2016,1042,3612,125,21219
2016,1587,4931,233,21221
2016,879,2771,148,21223
2016,1331,4701,179,21225
2016,16966,28673,2815,21227
2016,1420,4013,203,21229
2016,1431,6371,190,21231
2016,1240,4397,168,21233
2016,2067,11312,395,21235
2016,753,1804,78,21237
2016,4958,7697,908,21239
2016,5638,21162,589,22001
2016,2106,6867,272,22003
2016,16476,36143,2059,22005
2016,3931,6714,259,22007
2016,5035,11165,386,22009
2016,2393,12238,447,22011
2016,3129,3756,120,22013
2016,12641,35474,1733,22015
2016,53483,49006,3315,22017
2016,26296,54191,3298,22019
2016,788,3822,82,22021
2016,323,3256,113,22023
2016,1322,3479,55,22025
2016,2717,3585,119,22027
2016,3272,5477,123,22029
2016,5165,8068,267,22031
2016,102828,84660,9003,22033
2016,1838,1059,42,22035
2016,4235,5569,238,22037
2016,4208,10360,314,22039
2016,2506,6514,142,22041
2016,1181,7408,232,22043
2016,10698,20903,853,22045
2016,8324,7320,399,22047
2016,2139,5169,156,22049
2016,73670,100398,7571,22051
2016,3080,10775,422,22053
2016,605,5836,128,22059
2016,32726,68195,4682,22055
2016,8423,31959,1263,22057
2016,7107,10761,801,22061
2016,6950,48824,1956,22063
2016,2744,1927,61,22065
2016,5155,6502,195,22067
2016,7144,8968,509,22069
2016,133996,24292,7524,22071
2016,24428,41734,1855,22073
2016,3347,6900,326,22075
2016,4764,6789,208,22077
2016,18322,36816,1706,22079
2016,1938,2391,93,22081
2016,3157,6287,153,22083
2016,1703,7879,205,22085
2016,4960,10237,618,22087
2016,8559,16621,1012,22089
2016,3353,2497,114,22091
2016,6418,5456,211,22093
2016,12661,7569,513,22095
2016,17209,21971,797,22097
2016,8266,16873,611,22099
2016,8050,14359,468,22101
2016,27717,90915,5760,22103
2016,16878,33959,1579,22105
2016,1332,1182,34,22107
2016,10665,31902,1329,22109
2016,2691,7972,231,22111
2016,4857,20063,712,22113
2016,2665,13471,497,22115
2016,5692,12556,380,22117
2016,6260,11542,343,22119
2016,5383,6927,402,22121
2016,715,3970,74,22123
2016,2248,3390,161,22125
2016,1644,4608,120,22127
2016,23009,28227,4365,23001
2016,13386,19419,2292,23003
2016,102981,57709,11128,23005
2016,7016,7918,1554,23007
2016,16117,13705,2308,23009
2016,29302,31675,5231,23011
2016,12443,9148,1556,23013
2016,10241,9727,1535,23015
2016,12172,16210,2819,23017
2016,32838,41622,6080,23019
2016,3098,5406,678,23021
2016,10664,9304,1648,23023
2016,9092,15001,1971,23025
2016,10440,10378,1889,23027
2016,6075,9093,1197,23029
2016,55844,50403,8027,23031
2016,7875,21270,1509,24001
2016,128419,122403,19259,24003
2016,218412,149477,22793,24005
2016,202673,25205,11524,24510
2016,18225,26176,3007,24009
2016,4009,9368,736,24011
2016,26567,58215,7066,24013
2016,13650,28868,2751,24015
2016,49341,25614,3348,24017
2016,6245,8413,567,24019
2016,56522,59522,9633,24021
2016,2567,10776,668,24023
2016,47077,77860,8735,24025
2016,102597,47484,12112,24027
2016,4575,4876,570,24029
2016,357837,92704,28332,24031
2016,344049,32811,13525,24033
2016,7973,16993,1557,24035
2016,4196,5341,363,24039
2016,17534,28663,3645,24037
2016,8653,10724,1176,24041
2016,21129,40998,3864,24043
2016,18050,22198,2299,24045
2016,9753,17210,1310,24047
